30463,1381,9
30463,1382,3600
30463,1383,1000000000
30463,1384,50000000
30463,1385,150000000
30463,1457,0
30579,1381,1
30579,1382,960
30579,1383,100000000
30579,1384,0
30579,1385,20000000
30579,1457,296
30583,1381,2
30583,1382,960
30583,1383,750000000
30583,1384,0
30583,1385,300000000
30583,1457,297
30584,1381,3
30584,1382,1440
30584,1383,1000000000
30584,1384,0
30584,1385,300000000
30584,1457,298
30642,1381,4
30642,1382,1440
30642,1383,1000000000
30642,1384,0
30642,1385,300000000
30642,1457,299
30643,1381,5
30643,1382,1440
30643,1383,3000000000
30643,1384,0
30643,1385,1350000000
30643,1457,300
30644,1381,5
30644,1382,1440
30644,1383,3000000000
30644,1384,0
30644,1385,1000000000
30644,1457,300
30645,1381,6
30645,1382,2880
30645,1383,5000000000
30645,1384,0
30645,1385,300000000
30645,1457,301
30646,1381,6
30646,1382,2880
30646,1383,3000000000
30646,1384,0
30646,1385,1350000000
30646,1457,301
30647,1381,7
30647,1382,960
30647,1383,2000000000
30647,1384,0
30647,1385,1000000000
30647,1457,302
30648,1381,8
30648,1382,1440
30648,1383,3000000000
30648,1384,0
30648,1385,1350000000
30648,1457,303
30649,1381,9
30649,1382,1440
30649,1383,3000000000
30649,1384,0
30649,1385,1350000000
30649,1457,304
30657,1381,7
30657,1382,960
30657,1383,2000000000
30657,1384,0
30657,1385,1000000000
30657,1457,302
30658,1381,8
30658,1382,960
30658,1383,3000000000
30658,1384,0
30658,1385,1000000000
30658,1457,303
30659,1381,9
30659,1382,1440
30659,1383,3000000000
30659,1384,0
30659,1385,1000000000
30659,1457,304
30660,1381,1
30660,1382,960
30660,1383,500000000
30660,1384,0
30660,1385,20000000
30660,1457,296
30661,1381,2
30661,1382,960
30661,1383,1000000000
30661,1384,0
30661,1385,20000000
30661,1457,297
30662,1381,3
30662,1382,960
30662,1383,1000000000
30662,1384,0
30662,1385,20000000
30662,1457,298
30663,1381,4
30663,1382,960
30663,1383,1000000000
30663,1384,0
30663,1385,20000000
30663,1457,299
30664,1381,5
30664,1382,1440
30664,1383,1000000000
30664,1384,0
30664,1385,20000000
30664,1457,300
30665,1381,6
30665,1382,1440
30665,1383,1000000000
30665,1384,0
30665,1385,20000000
30665,1457,301
30666,1381,7
30666,1382,1440
30666,1383,1000000000
30666,1384,0
30666,1385,20000000
30666,1457,302
30667,1381,8
30667,1382,1440
30667,1383,1000000000
30667,1384,0
30667,1385,20000000
30667,1457,303
30668,1381,9
30668,1382,1440
30668,1383,1000000000
30668,1384,0
30668,1385,20000000
30668,1457,304
30671,1381,1
30671,1382,960
30671,1383,500000000
30671,1384,0
30671,1385,20000000
30671,1457,296
30672,1381,2
30672,1382,960
30672,1383,2000000000
30672,1384,0
30672,1385,300000000
30672,1457,297
30673,1381,3
30673,1382,960
30673,1383,2000000000
30673,1384,0
30673,1385,300000000
30673,1457,298
30674,1381,4
30674,1382,960
30674,1383,2000000000
30674,1384,0
30674,1385,300000000
30674,1457,299
30675,1381,5
30675,1382,1440
30675,1383,3000000000
30675,1384,0
30675,1385,300000000
30675,1457,300
30676,1381,6
30676,1382,1440
30676,1383,3000000000
30676,1384,0
30676,1385,300000000
30676,1457,301
30677,1381,7
30677,1382,1440
30677,1383,2000000000
30677,1384,0
30677,1385,300000000
30677,1457,302
30678,1381,8
30678,1382,1440
30678,1383,2000000000
30678,1384,0
30678,1385,300000000
30678,1457,303
30679,1381,9
30679,1382,1440
30679,1383,2000000000
30679,1384,0
30679,1385,300000000
30679,1457,304
30680,1381,1
30680,1382,960
30680,1383,500000000
30680,1384,0
30680,1385,20000000
30680,1457,296
30681,1381,2
30681,1382,960
30681,1383,2000000000
30681,1384,0
30681,1385,300000000
30681,1457,297
30682,1381,3
30682,1382,960
30682,1383,2000000000
30682,1384,0
30682,1385,300000000
30682,1457,298
30683,1381,4
30683,1382,960
30683,1383,2000000000
30683,1384,0
30683,1385,300000000
30683,1457,299
30684,1381,5
30684,1382,1440
30684,1383,3000000000
