4579,1050,1
4621,1051,1
10210,0,0
10211,0,0
10214,0,0
10215,0,0
10218,0,0
10219,0,0
10223,0,0
10224,0,0
10227,0,0
20371,627,0
20443,624,0
20700,624,0
21606,627,0
22715,620,0
22760,618,0
24663,625,0
24669,624,0
25867,627,0
25868,626,0
25922,0,0
26336,0,0
27080,627,0
27091,623,0
27204,623,0
27205,623,0
27206,623,0
27213,623,0
27214,623,0
27215,623,0
27216,623,0
27217,623,0
27218,623,0
27219,624,0
27220,624,0
27221,624,0
28262,837,0
28264,837,0
28266,839,0
28268,839,0
28270,838,0
28272,838,0
28274,837,0
28276,837,0
28278,837,0
28280,837,0
28282,838,0
28284,838,0
28286,839,0
28288,839,0
28290,839,0
28292,839,0
28294,838,0
28296,838,0
28298,838,0
28300,838,0
28302,837,0
28304,837,0
28306,839,0
28308,839,0
28375,974,8
28377,974,8
28379,974,8
28381,974,8
28383,974,8
28513,644,8
28760,120,0
28762,120,0
28764,120,0
28766,120,0
28768,120,0
28790,618,0
28791,619,0
28792,621,0
28793,622,0
28794,620,0
28795,623,0
28796,618,0
28797,619,0
28798,621,0
28799,622,0
28800,620,0
28801,623,0
28802,618,0
28803,619,0
28804,621,0
28805,622,0
28806,620,0
28807,623,0
28808,618,0
28809,619,0
28810,621,0
28811,622,0
28812,620,0
28813,623,0
28814,618,0
28815,619,0
28816,621,0
28817,622,0
28818,620,0
28819,623,0
27459,914,0
27465,914,0
27471,914,0
27477,914,0
27483,914,0
27489,914,0
27495,914,0
27501,914,0
27507,914,0
27513,914,0
27519,914,0
27525,914,0
